prodcode	dmdcode	gemscriptcode	therapyevents	productname	ingredient	strength	formulation	routeofadministration	bnfchapter	bnftext	database_build	unclearnumber	BBvar
44083	265911000001104	57013020	3	"Labetalol 200mg tablets (Accord Healthcare Ltd)"	"Labetalol hydrochloride"	"200mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"December 2010"	2254010	1
84982	39992211000001104	99641021	11	"Metoprolol 25mg tablets"	"Metoprolol tartrate"	"25mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"November 2021"	99641021	1
12705	440711000001104	83066020	2416	"Angiozem CR 90mg tablets (Ashbourne Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"90mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	10295001	1
50702	47711000001105	998020	0	"Atenolol 25mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"January 2013"	998020	1
49001	10055311000001108	11003020	1067	"Diltiazem 120mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"January 2013"	11003020	1
21133	234905001000027104	86681020	50	"Atenamin 50mg Tablet (OPD Pharm)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	11922002	1
41586	7911000001103	56375020	26	"Verapamil 80mg tablets (Accord Healthcare Ltd)"	"Verapamil hydrochloride"	"80mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"March 2010"	2103010	1
3676	196435001000027104	75265020	33664	"Dilzem xl mr 180mg Modified-release capsule (Elan Pharma)"	"Diltiazem Hydrochloride"	"180mg"	"Modified-Release Capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	7175002	1
71472	21801411000001100	47113020	0	"Bisoprolol 5mg tablets (Waymade Healthcare Plc)"	"Bisoprolol fumarate"	"5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"January 2018"	47113020	1
77557	17439511000001102	871020	0	"Securon SR 240mg tablets (Mawdsley-Brooks & Company Ltd)"	"Verapamil hydrochloride"	"240mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"August 2019"	871020	1
2499	318481002	64896020	33739	"Nadolol 80mg tablets"	"Nadolol"	"80mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	4233002	1
71009	81311000001105	65538020	0	"Verapamil 40mg tablets (Kent Pharma (UK) Ltd)"	"Verapamil hydrochloride"	"40mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"December 2017"	4410009	1
36261	13740311000001104	59303020	15	"Atenolol 50mg tablets (Tillomed Laboratories Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	2862010	1
33850	401411000001109	56836020	492	"Atenolol 50mg tablets (Actavis UK Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	2213010	1
34208	30275001000027104	51777020	8	"Propranolol SR 160mg Modified-release capsule (C P Pharmaceuticals Ltd)"	"Propranolol hydrochloride"	"160mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"February 2009"	911010	1
59585	21965711000001100	47168020	1	"Uard 120XL capsules (Ennogen Healthcare Ltd)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"April 2014"	47168020	1
62711	23601111000001108	20143021	0	"Propranolol 80mg modified-release capsules (Waymade Healthcare Plc)"	"Propranolol hydrochloride"	"80mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"April 2015"	20143021	1
5326	198095001000027104	75621020	15455	"Diltiazem 24hr 300mg modified-release capsules"	"Diltiazem Hydrochloride"	"300mg"	"24 Hour Modified Release Capsules"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	7272001	1
72043	21778811000001100	47102020	0	"Atenolol 50mg tablets (Waymade Healthcare Plc)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"April 2018"	47102020	1
9374	181535001000027104	72559020	6681	"Adizem 60mg Modified-release tablet (Napp Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"60mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	6399002	1
4408	599811000001104	76295020	154681	"Slozem 240mg capsules (Zentiva Pharma UK Ltd)"	"Diltiazem hydrochloride"	"240mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	7472003	1
33079	35311000001104	60233020	145	"Atenolol 100mg tablets (Mylan)"	"Atenolol"	"100mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	3075011	1
63535	10285811000001100	1085020	0	"Bisoprolol 5mg tablets (Relonchem Ltd)"	"Bisoprolol fumarate"	"5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"June 2015"	1085020	1
55949	8672711000001106	20600020	13	"Propranolol 40mg/5ml oral solution"	"Propranolol hydrochloride"	"8mg/1ml"	"Oral solution"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"August 2013"	20600020	1
76440	5526411000001103	1070020	0	"Beta-Adalat modified-release capsules (Dowelhurst Ltd)"	"Atenolol/Nifedipine"	"50mg + 20mg"	"Modified-release capsule"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"May 2019"	1070020	1
22619	155475001000027104	68606020	1901	"Britiazim 60mg Modified-release tablet (Thames Laboratories Ltd)"	"Diltiazem hydrochloride"	"60mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	5260001	1
79574	35526611000001104	80840021	109	"Diltiazem 60mg modified-release tablets (Crescent Pharma Ltd)"	"Diltiazem hydrochloride"	"60mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"January 2020"	80840021	1
19690	36149211000001104	85865020	7452	"Verapamil 180mg modified-release / Trandolapril 2mg capsules"	"Verapamil hydrochloride/Trandolapril"	"180mg + 2mg"	"Modified-release capsule"	"Oral"	0	"Unknown"	"February 2009"	11558001	1
42819	163525001000027104	69923020	26	"Diltiazem xl 240mg Capsule (Hillcross Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"240mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"July 2010"	5623009	1
59495	21105111000001104	43811020	107	"Bisoprolol 1.25mg tablets (Teva UK Ltd)"	"Bisoprolol fumarate"	"1.25mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"April 2014"	43811020	1
69277	29955811000001104	52686021	0	"Adizem-XL 240mg capsules (Lexon (UK) Ltd)"	"Diltiazem hydrochloride"	"240mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"April 2017"	52686021	1
19182	852111000001108	55394020	5414	"Atenolol 50mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Atenolol"	"50mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	1856009	1
51998	18280111000001104	1011020	0	"Atenolol 25mg tablets (Strides Pharma UK Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"January 2013"	1011020	1
4588	34545001000027108	52291020	5064	"Visken 5mg Tablet (Sovereign Medical Ltd)"	"Pindolol"	"5mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	1038001	1
19178	78411000001104	62996020	294	"Bisoprolol 10mg tablets (Ranbaxy (UK) Ltd)"	"Bisoprolol fumarate"	"10mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"February 2009"	3723010	1
57626	8305311000001100	19127020	20	"Bisoprolol 1.25mg/5ml oral solution"	"Bisoprolol fumarate"	"250microgram/1ml"	"Oral solution"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"October 2013"	19127020	1
53802	15070211000001102	1007020	0	"Atenolol 25mg tablets (Sigma Pharmaceuticals Plc)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2013"	1007020	1
472	318590006	68438020	6932344	"Bisoprolol 5mg tablets"	"Bisoprolol fumarate"	"5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"February 2009"	5216001	1
51447	8668411000001106	20527020	244	"Metoprolol 12.5mg/5ml oral suspension"	"Metoprolol tartrate"	"2.5mg/1ml"	"Oral suspension"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"January 2013"	20527020	1
46884	136715001000027104	65991020	276	"Verapamil hc 240mg Modified-release tablet (Sandoz Ltd)"	"Verapamil hydrochloride"	"240mg"	"Modified-release tablet"	"Oral"		"Supraventricular Arrhythmias/Calcium-Channel Blockers"	"March 2012"	4534009	1
9708	197575001000027104	75520020	64934	"Diltiazem 24hr 120mg modified-release capsules"	"Diltiazem Hydrochloride"	"120mg"	"24 Hour Modified Release Capsules"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	7246001	1
21763	215411000001106	49566020	352	"Diltiazem 60mg modified-release tablets (A A H Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"60mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	379009	1
38634	2886111000001104	95575020	193867	"Adizem-XL 300mg capsules (Napp Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"300mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	16400001	1
46908	721711000001100	56095020	35	"Atenolol 100mg tablets (Kent Pharma (UK) Ltd)"	"Atenolol"	"100mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"March 2012"	2031011	1
16645	82695001000027104	58485020	1	"Labrocol 400mg Tablet (Lagap)"	"Labetalol hydrochloride"	"400mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	2649003	1
34377	95755001000027104	60316020	63	"Diltiazem HCl 90mg Modified-release capsule (Hillcross Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"90mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	3095010	1
57567	13160911000001104	34143020	6	"Propranolol 10mg/5ml oral suspension"	"Propranolol hydrochloride"	"2mg/1ml"	"Oral suspension"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"October 2013"	34143020	1
10267	2886511000001108	81943020	112811	"Adizem-XL 200mg capsules (Napp Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"200mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	9789001	1
77387	5424011000001109	1054020	130	"Viskaldix tablets (Waymade Healthcare Plc)"	"Clopamide/Pindolol"	"5mg + 10mg"	"Tablet"	"Oral"	2040100	"Beta-Blockers With Diuretics"	"August 2019"	1054020	1
68429	24615311000001104	26726021	10	"Diltiazem 120mg modified-release capsules (Ethigen Ltd)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"December 2016"	26726021	1
18404	4772111000001102	49568020	5752	"Diltiazem 60mg modified-release capsules (A A H Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"60mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	379011	1
68400	30081311000001100	53253021	0	"Propranolol 160mg tablets (DE Pharmaceuticals)"	"Propranolol hydrochloride"	"160mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"December 2016"	53253021	1
39298	764511000001100	95545020	475	"Bi-Carzem SR 90mg capsules (Tillomed Laboratories Ltd)"	"Diltiazem hydrochloride"	"90mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"April 2009"	16385001	1
80159	27336211000001104	31408021	7	"Nebivolol 2.5mg tablets (Advanz Pharma)"	"Nebivolol hydrochloride"	"2.5mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"March 2020"	31408021	1
67124	28365411000001108	44188021	1	"Bisoprolol 10mg / Aspirin 75mg capsules"	"Bisoprolol fumarate/Aspirin"	"10mg + 75mg"	"Capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Antiplatelet Products"	"August 2016"	44188021	1
33471	797711000001100	56374020	48	"Verapamil 40mg tablets (Accord Healthcare Ltd)"	"Verapamil hydrochloride"	"40mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	2103009	1
13410	672311000001103	70830020	6782	"Angiozem 60mg modified-release tablets (Ashbourne Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"60mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	5888001	1
69028	23969211000001104	21729021	3	"Diltiazem 60mg modified-release capsules (DE Pharmaceuticals)"	"Diltiazem hydrochloride"	"60mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"March 2017"	21729021	1
63736	22055311000001104	14465021	0	"Labetalol 100mg tablets (Waymade Healthcare Plc)"	"Labetalol hydrochloride"	"100mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"July 2015"	14465021	1
30462	782111000001104	85740020	17	"Ethimil MR 240mg tablets (Genus Pharmaceuticals Ltd)"	"Verapamil hydrochloride"	"240mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	11508001	1
3370	196425001000027104	75264020	23062	"Dilzem xl mr 120mg Modified-release capsule (Elan Pharma)"	"Diltiazem Hydrochloride"	"120mg"	"Modified-Release Capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	7175001	1
69661	13172311000001106	34181020	1	"Propranolol 3mg/5ml oral solution"	"Propranolol hydrochloride"	"600microgram/1ml"	"Oral solution"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"June 2017"	34181020	1
48288	18311611000001108	1886020	1288	"Diltiazem 120mg modified-release capsules (A A H Pharmaceuticals Ltd)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"January 2013"	1886020	1
58109	8305211000001108	19125020	68	"Bisoprolol 1.25mg/5ml oral suspension"	"Bisoprolol fumarate"	"250microgram/1ml"	"Oral suspension"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"December 2013"	19125020	1
62407	250065001000027104	94413020	0	"Bisoprolol oral solution"	"Bisoprolol Fumarate"	""	""	""	2040000	"Beta-Adrenoceptor Blockers"	"February 2015"	15815001	1
32870	673611000001103	60682020	60	"Diltiazem 60mg modified-release tablets (Sterwin Medicines)"	"Diltiazem hydrochloride"	"60mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	3177009	1
53916	18506411000001104	78463020	0	"Bisoprolol 2.5mg tablets (Almus Pharmaceuticals Ltd)"	"Bisoprolol fumarate"	"2.5mg"	"Tablet"	"Oral"	0	"Unknown"	"February 2013"	8222009	1
18830	256611000001109	82004020	1683	"Disogram SR 90mg capsules (Ranbaxy (UK) Ltd)"	"Diltiazem hydrochloride"	"90mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	9818001	1
59264	18611011000001108	872020	0	"Securon SR 240mg tablets (DE Pharmaceuticals)"	"Verapamil hydrochloride"	"240mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"April 2014"	872020	1
84752	34447311000001108	76879021	4	"Diltiazem 4% ointment"	"Diltiazem hydrochloride"	"40mg/1gram"	"Ointment"	"Route of administration not applicable"		"Local Products For Anal Or Rectal Problems/Calcium-Channel Blockers"	"October 2021"	76879021	1
83809	166411000001101	60517020	28	"Labetalol 400mg tablets (Mylan)"	"Labetalol hydrochloride"	"400mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"May 2021"	3143011	1
8068	36035411000001104	64670020	50920	"Metoprolol 200mg modified-release tablets"	"Metoprolol tartrate"	"200mg"	"Modified-release tablet"	"Oral"	0	"Unknown"	"February 2009"	4174001	1
51261	18481611000001100	11007020	0	"Tildiem Retard 120mg tablets (Mawdsley-Brooks & Company Ltd)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"January 2013"	11007020	1
64538	18743711000001108	77787020	0	"Bisoprolol 3.75mg tablets (Teva UK Ltd)"	"Bisoprolol fumarate"	"3.75mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"October 2015"	7988009	1
34585	393011000001109	51440020	339	"Atenolol 25mg tablets (Sandoz Ltd)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	830011	1
39846	9105811000001100	84559020	3	"Vivacor 5mg tablets (Lexon (UK) Ltd)"	"Bisoprolol fumarate"	"5mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products/Myocardial Infarction Management"	"August 2009"	10970001	1
81627	28031711000001108	40620021	3	"Diltiazem 120mg modified-release capsules (Ennogen Healthcare Ltd)"	"Diltiazem hydrochloride"	"120mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"September 2020"	40620021	1
74689	24342811000001104	23047021	0	"Diltiazem 240mg modified-release capsules (Ennogen Pharma Ltd)"	"Diltiazem hydrochloride"	"240mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2019"	23047021	1
1050	930211000001107	54494020	108863	"Inderal 40mg tablets (AstraZeneca UK Ltd)"	"Propranolol hydrochloride"	"40mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"February 2009"	1618002	1
54799	17465311000001100	1878020	1	"Tildiem LA 300 capsules (Mawdsley-Brooks & Company Ltd)"	"Diltiazem hydrochloride"	"300mg"	"Modified-release capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"April 2013"	1878020	1
41693	485611000001106	60641020	1	"Verapamil 120mg tablets (Mylan)"	"Verapamil hydrochloride"	"120mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"March 2010"	3167011	1
14808	573711000001104	55786020	3371	"Bedranol SR 80mg capsules (Sandoz Ltd)"	"Propranolol hydrochloride"	"80mg"	"Modified-release capsule"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"February 2009"	1958001	1
75463	15160211000001100	36004020	19	"Bisoprolol 625micrograms/5ml oral solution"	"Bisoprolol fumarate"	"125microgram/1ml"	"Oral solution"	"Oral"		"Beta-Adrenoceptor Blockers/Hypertension Or Heart Failure Products"	"April 2019"	36004020	1
36583	215645001000027104	81080020	2	"Zemret xl 180mg Capsule (Neo Laboratories Ltd)"	"Diltiazem Hydrochloride"	"180mg"	"Capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	9370001	1
40405	590011000001102	54552020	609	"Verapamil 120mg tablets (Teva UK Ltd)"	"Verapamil hydrochloride"	"120mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"September 2009"	1633011	1
8975	36149411000001104	68473020	48506	"Verapamil 180mg modified-release capsules"	"Verapamil hydrochloride"	"180mg"	"Modified-release capsule"	"Oral"	0	"Unknown"	"February 2009"	5224002	1
71032	20312411000001104	40509020	0	"Nebivolol 5mg tablets (Sandoz Ltd)"	"Nebivolol hydrochloride"	"5mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"December 2017"	40509020	1
73219	12300811000001108	31706020	67	"Nadolol 40mg/5ml oral suspension"	"Nadolol"	"8mg/1ml"	"Oral suspension"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"September 2018"	31706020	1
31214	694511000001105	63161020	1	"Propranolol 80mg tablets (Mylan)"	"Propranolol hydrochloride"	"80mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"February 2009"	3761011	1
19175	422111000001103	56208020	183	"Verapamil 40mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Verapamil hydrochloride"	"40mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	2060009	1
36576	397911000001104	63159020	298	"Propranolol 10mg tablets (Mylan)"	"Propranolol hydrochloride"	"10mg"	"Tablet"	"Oral"		"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"February 2009"	3761009	1
10716	3687411000001106	54539020	10005	"Corgard 80mg tablets (Neon Healthcare Ltd)"	"Nadolol"	"80mg"	"Tablet"	"Oral"	2040000	"Beta-Adrenoceptor Blockers"	"February 2009"	1631002	1
