prodcode	dmdcode	gemscriptcode	therapyevents	productname	ingredient	strength	formulation	routeofadministration	bnfchapter	bnftext	database_build	unclearnumber
56251	21863211000001104	47766020	2	"Phenoxymethylpenicillin 125mg/5ml oral solution sugar free (Cubic Pharmaceuticals Ltd)"	"Phenoxymethylpenicillin potassium"	"25mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"August 2013"	47766020
54591	17886011000001100	5599020	0	"Co-amoxiclav 500mg/125mg tablets (Phoenix Healthcare Distribution Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"500mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"April 2013"	5599020
38997	917411000001101	95825020	2697	"Klaricid Paediatric 125mg/5ml oral suspension (Mylan)"	"Clarithromycin"	"25mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"February 2009"	16525001
34680	193411000001109	59998020	366	"Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free (Ranbaxy (UK) Ltd)"	"Potassium clavulanate/Amoxicillin trihydrate"	"6.25mg/1ml + 25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	3024011
5238	324634001	86259020	46126	"Levofloxacin 500mg tablets"	"Levofloxacin hemihydrate"	"500mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"February 2009"	11732002
75087	35873211000001104	82613021	256	"Ciprofloxacin 3mg/ml / Fluocinolone acetonide 0.25mg/ml ear drops 0.25ml unit dose preservative free"	"Fluocinolone acetonide/Ciprofloxacin hydrochloride"	".25mg/1ml + 3mg/1ml"	"Ear drops"	"Auricular"	12010000	"Drugs Acting On The Ear"	"February 2019"	82613021
25570	382411000001105	59188020	20	"Co-fluampicil 250mg/250mg capsules (Sandoz Ltd)"	"Flucloxacillin sodium/Ampicillin trihydrate"	"250mg + 250mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	2832009
39642	178911000001100	96640020	1454	"Erythroped Forte SF 500mg/5ml oral suspension (Advanz Pharma)"	"Erythromycin ethyl succinate"	"100mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"May 2009"	16937001
84389	39177611000001104	96493021	0	"Phenoxymethylpenicillin 250mg/5ml oral solution (Medihealth (Northern) Ltd)"	"Phenoxymethylpenicillin potassium"	"50mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"August 2021"	96493021
4154	114805001000027104	63077020	2581	"Amoxil fiztab 125mg Tablet (Bencard)"	"Amoxicillin Trihydrate"	"125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	3743001
45870	13620911000001108	75482020	1	"Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Pinewood Healthcare)"	"Erythromycin ethyl succinate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"August 2011"	7234009
1001	323485005	59414020	291267	"Flucloxacillin 250mg/5ml oral solution"	"Flucloxacillin sodium"	"50mg/1ml"	"Oral solution"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	2884001
62442	21776011000001108	47420020	40	"Amoxicillin 250mg/5ml oral suspension sugar free (Waymade Healthcare Plc)"	"Amoxicillin trihydrate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2015"	47420020
34313	289411000001107	49693020	182	"Flucloxacillin 500mg capsules (A A H Pharmaceuticals Ltd)"	"Flucloxacillin sodium"	"500mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	409010
71819	394111000001107	5619020	0	"Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"50mg/1ml + 12.5mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"April 2018"	5619020
52282	19187811000001108	5742020	0	"Cefalexin 250mg capsules (Milpharm Ltd)"	"Cefalexin"	"250mg"	"Capsule"	"Oral"	5010201	"Cephalosporins"	"January 2013"	5742020
66179	21823311000001104	47424020	0	"Cefalexin 500mg capsules (Waymade Healthcare Plc)"	"Cefalexin"	"500mg"	"Capsule"	"Oral"	5010201	"Cephalosporins"	"May 2016"	47424020
61302	17964311000001102	6099020	0	"Ciprofloxacin 100mg tablets (Almus Pharmaceuticals Ltd)"	"Ciprofloxacin hydrochloride"	"100mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"October 2014"	6099020
32388	237185001000027104	87492020	6	"Ciproxin 200mg/100ml Infusion (Bayer Plc)"	"Ciprofloxacin Lactate"	"200mg/100ml"	"Infusion"	"Intravenous Infusion Peripherally"	5011200	"Quinolones"	"February 2009"	12320001
8019	66755001000027104	56407020	16615	"Ceporex 250mg Tablet (Galen Ltd)"	"Cefalexin"	"250mg"	"Tablet"	"Oral"	5010201	"Cephalosporins"	"February 2009"	2111001
33215	237165001000027104	87486020	6	"Ciprofloxacin 200mg/100ml in sodium chloride 0.9% infusion"	"Ciprofloxacin Lactate"	"200mg/100ml"	"Infusion"	"Intravenous Infusion Peripherally"	5011200	"Quinolones"	"February 2009"	12317001
3846	211911000001100	67970020	37664	"Zinnat 250mg tablets (GlaxoSmithKline UK Ltd)"	"Cefuroxime axetil"	"250mg"	"Tablet"	"Oral"	5010201	"Cephalosporins"	"February 2009"	5084002
52945	10892811000001104	28823020	0	"Ciprofloxacin 200mg/100ml solution for infusion vials"	"Ciprofloxacin lactate"	"2mg/1ml"	"Solution for infusion"	"Intravenous"	5011200	"Quinolones"	"January 2013"	28823020
39010	211000001101	95829020	927	"Klaricid Paediatric 250mg/5ml oral suspension (Mylan)"	"Clarithromycin"	"50mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"February 2009"	16527001
69711	33680711000001104	71444021	104	"Amoxicillin 250mg capsules (Brown & Burk UK Ltd)"	"Amoxicillin trihydrate"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"June 2017"	71444021
18934	52565001000027104	54590020	595	"Penbritin 125mg/1.25ml Liquid (Beecham Research Laboratories)"	"Ampicillin Trihydrate"	"125mg/1.25ml"	"Liquid"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	1642001
46807	11404211000001106	75447020	12	"Doxycycline 100mg capsules (Almus Pharmaceuticals Ltd)"	"Doxycycline hyclate"	"100mg"	"Capsule"	"Oral"		"Tetracyclines/Antimalarials/Oral Antibacterials For Acne"	"February 2012"	7224009
59100	21976211000001108	47440020	0	"Erythromycin 250mg gastro-resistant tablets (Waymade Healthcare Plc)"	"Erythromycin"	"250mg"	"Gastro-resistant tablet"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"March 2014"	47440020
34617	770011000001107	59401020	11	"Flucloxacillin 500mg capsules (Sandoz Ltd)"	"Flucloxacillin sodium"	"500mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	2881010
84045	155675001000027104	68645020	1	"Keflex c 250mg Tablet (Eli Lilly and Company Ltd)"	"Cefalexin"	"250mg"	"Tablet"	""	5010201	"Cephalosporins"	"June 2021"	5271001
48017	234065001000027104	86346020	1	"Erythoden 125mg/5ml Liquid (Stevenden Healthcare)"	"Erythromycin ethyl succinate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"November 2012"	11768001
74060	13212811000001108	5755020	152	"Cefalexin 125mg/5ml oral suspension (Dowelhurst Ltd)"	"Cefalexin"	"25mg/1ml"	"Oral suspension"	"Oral"	5010201	"Cephalosporins"	"December 2018"	5755020
48023	14694411000001102	75954020	3	"Clarithromycin 500mg tablets (Actavis UK Ltd)"	"Clarithromycin"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"November 2012"	7368009
54185	18145411000001108	76507020	0	"Amoxicillin 250mg capsules (Wockhardt UK Ltd)"	"Amoxicillin trihydrate"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"March 2013"	7543009
44854	5015001000027107	48623020	8	"Amoxicillin 500mg Capsule (Lagap)"	"Amoxicillin trihydrate"	"500mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"March 2011"	159009
34044	3345011000001108	50171020	1055	"Oxytetracycline 250mg tablets (A A H Pharmaceuticals Ltd)"	"Oxytetracycline dihydrate"	"250mg"	"Tablet"	"Oral"		"Tetracyclines/Oral Antibacterials For Acne"	"February 2009"	521009
25293	75435001000027104	57649020	1097	"Apsin vk 250mg Tablet (Approved Prescription Services Ltd)"	"Phenoxymethylpenicillin potassium"	"250mg"	"Tablet"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"February 2009"	2407001
21845	156265001000027104	68748020	2184	"Almodan 250mg/5ml Oral solution (Berk Pharmaceuticals Ltd)"	"Amoxicillin trihydrate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	5301001
52906	789411000001103	5831020	0	"Erythromycin 250mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)"	"Erythromycin"	"250mg"	"Gastro-resistant tablet"	"Oral"		"Macrolides/Oral Antibacterials For Acne"	"January 2013"	5831020
34057	699911000001102	56979020	20	"Flucloxacillin 250mg capsules (Accord Healthcare Ltd)"	"Flucloxacillin sodium"	"250mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	2245009
67694	30016311000001104	53506021	0	"Co-amoxiclav 250mg/125mg tablets (Mawdsley-Brooks & Company Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"250mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"September 2016"	53506021
60390	661411000001106	5553020	0	"Flucloxacillin 1g powder for solution for injection vials (A A H Pharmaceuticals Ltd)"	"Flucloxacillin sodium"	"1gram"	"Powder for solution for injection"	"Intraarticular/Inhalation/Intrapleural/Intramuscular/Intravenous"	5010102	"Penicillinase-Resistant Penicillins"	"July 2014"	5553020
4091	324602005	74374020	44093	"Ciprofloxacin 250mg/5ml oral suspension"	"Ciprofloxacin"	"50mg/1ml"	"Oral suspension"	"Oral"	5011200	"Quinolones"	"February 2009"	6920003
1860	323888003	60617020	136242	"Cefalexin 250mg/5ml oral suspension"	"Cefalexin"	"50mg/1ml"	"Oral suspension"	"Oral"	5010201	"Cephalosporins"	"February 2009"	3163002
29343	170311000001103	63935020	21	"Ciprofloxacin 250mg tablets (A A H Pharmaceuticals Ltd)"	"Ciprofloxacin hydrochloride"	"250mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"February 2009"	3975009
46918	6034811000001107	67532020	1	"Co-amoxiclav 250mg/62mg/5ml oral suspension sugar free (Sandoz Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"50mg/1ml + 12.5mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"March 2012"	4960009
43517	469011000001100	63810020	3	"Ciprofloxacin 750mg tablets (Actavis UK Ltd)"	"Ciprofloxacin hydrochloride"	"750mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"September 2010"	3943009
21345	95375001000027104	60248020	399	"Bacampicillin HCl 400mg tablets"	"Bacampicillin"	"400mg"	"Tablets"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	3080001
28701	148095001000027104	67555020	8	"Ampicillin 50mg / Cloxacillin 25mg/vial injection"	"Ampicillin/Cloxacillin"	"50mg + 25mg/vial"	"Injection"	""	5010103	"Broad-Spectrum Penicillins"	"February 2009"	4967002
17467	3348811000001106	51885020	10352	"Terramycin 250mg tablets (Pfizer Ltd)"	"Oxytetracycline dihydrate"	"250mg"	"Tablet"	"Oral"		"Tetracyclines/Oral Antibacterials For Acne"	"February 2009"	939001
900	89445001000027104	59340020	5776	"Ampicillin 125mg/5ml sugar free suspension"	"Ampicillin Trihydrate"	"125mg/5ml"	"Suspension Sugar-Free"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	2870002
31286	69205001000027104	56737020	3	"Amoxymed 125mg/5ml Oral solution (Medipharma Ltd)"	"Amoxicillin trihydrate"	"25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	2191002
59908	23828211000001108	21388021	0	"Co-amoxiclav 500mg/125mg tablets (DE Pharmaceuticals)"	"Amoxicillin trihydrate/Potassium clavulanate"	"500mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"May 2014"	21388021
50820	19729111000001104	38545020	0	"Flucloxacillin 500mg capsules (Medreich Plc)"	"Flucloxacillin sodium"	"500mg"	"Capsule"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"January 2013"	38545020
10795	151165001000027104	67896020	68	"Ampiclox 250mg/5ml Oral solution (Beecham Research Laboratories)"	"Ampicillin/Cloxacillin"	"250mg/5ml"	"Oral Solution"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	5063003
56869	20136411000001100	39851020	1	"Flucloxacillin 125mg/5ml oral solution (Crescent Pharma Ltd)"	"Flucloxacillin sodium"	"25mg/1ml"	"Oral solution"	"Oral"	5010102	"Penicillinase-Resistant Penicillins"	"August 2013"	39851020
76188	894611000001101	61886020	37	"Co-amoxiclav 125mg/31mg/5ml oral suspension sugar free (Teva UK Ltd)"	"Potassium clavulanate/Amoxicillin trihydrate"	"6.25mg/1ml + 25mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"May 2019"	3460011
62945	27732211000001104	31354021	0	"Benzylpenicillin 1.2g powder for solution for injection vials (Genus Pharmaceuticals Ltd)"	"Benzylpenicillin sodium"	"1.2gram"	"Powder for solution for injection"	"Intravenous"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"April 2015"	31354021
78226	13469711000001108	75152020	0	"Clarithromycin 500mg powder for solution for infusion vials (Teva UK Ltd)"	"Clarithromycin"	"500mg"	"Powder for solution for infusion"	"Intravenous"	5010500	"Macrolides"	"November 2019"	7146009
48100	17875711000001104	77573020	1	"Tetracycline 250mg tablets (Teva UK Ltd)"	"Tetracycline hydrochloride"	"250mg"	"Tablet"	"Oral"		"Tetracyclines/Oral Antibacterials For Acne"	"December 2012"	7917009
17693	3077511000001109	86271020	1803	"Tavanic 250mg tablets (Sanofi)"	"Levofloxacin hemihydrate"	"250mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"February 2009"	11738001
79853	36696711000001104	85170021	0	"Ciprofloxacin 500mg tablets (Noumed Life Sciences Ltd)"	"Ciprofloxacin hydrochloride"	"500mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"February 2020"	85170021
40391	2848611000001102	53669020	206	"Doxycycline 50mg capsules (IVAX Pharmaceuticals UK Ltd)"	"Doxycycline hyclate"	"50mg"	"Capsule"	"Oral"		"Tetracyclines/Antimalarials"	"September 2009"	1398009
81523	27455001000027108	51429020	35	"Ampicillin with Cloxacillin 250mg/5ml oral solution"	"Ampicillin/Cloxacillin"	""	""	""	5010103	"Broad-Spectrum Penicillins"	"September 2020"	828002
24149	2850911000001108	49593020	12473	"Doxycycline 100mg capsules (A A H Pharmaceuticals Ltd)"	"Doxycycline hyclate"	"100mg"	"Capsule"	"Oral"		"Tetracyclines/Antimalarials/Oral Antibacterials For Acne"	"February 2009"	386009
21029	135785001000027104	65888020	503	"Miraxid 450 Tablet (Rpr / Fisons)"	"Pivampicillin/Pivmecillinam Hydrochloride"	""	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	4508001
58771	22608411000001104	16724021	0	"Amoxicillin 250mg capsules (DE Pharmaceuticals)"	"Amoxicillin trihydrate"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2014"	16724021
84416	3939111000001100	5738020	0	"Cefuroxime 750mg powder for injection vials (A A H Pharmaceuticals Ltd)"	"Cefuroxime sodium"	"750mg"	"Powder for injection"	"Intravenous/Intramuscular"	5010201	"Cephalosporins"	"September 2021"	5738020
50742	17668811000001104	77728020	68	"Co-amoxiclav 500mg/125mg tablets (Actavis UK Ltd)"	"Amoxicillin trihydrate/Potassium clavulanate"	"500mg + 125mg"	"Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"January 2013"	7968009
59937	23483711000001104	20224021	0	"Ciprofloxacin 750mg tablets (Accord Healthcare Ltd)"	"Ciprofloxacin hydrochloride"	"750mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"May 2014"	20224021
40238	5485001000027100	48678020	7	"Amoxicillin 250mg/5ml Mixture (Mepra-Pharm)"	"Amoxicillin trihydrate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"August 2009"	170009
32066	2852911000001107	59014020	93	"Doxycycline 100mg capsules (Mylan)"	"Doxycycline hyclate"	"100mg"	"Capsule"	"Oral"		"Tetracyclines/Antimalarials/Oral Antibacterials For Acne"	"February 2009"	2790010
20569	3939811000001107	48694020	40	"Claforan 1g powder for solution for injection vials (Sanofi)"	"Cefotaxime sodium"	"1gram"	"Powder for solution for injection"	"Intramuscular/Intravenous"	5010201	"Cephalosporins"	"February 2009"	174002
78938	19359211000001104	6158020	0	"Levofloxacin 500mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Levofloxacin hemihydrate"	"500mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"December 2019"	6158020
40142	106075001000027104	61911020	8	"Flucloxacillin iv 250mg/vial Injection"	"Flucloxacillin Sodium"	"250mg/vial"	"Injection"	""	5010102	"Penicillinase-Resistant Penicillins"	"August 2009"	3466003
47242	12655001000027106	49628020	1	"Erythromycin 250mg/5ml Liquid (C P Pharmaceuticals Ltd)"	"Erythromycin ethyl succinate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010500	"Macrolides"	"May 2012"	393010
74937	21766011000001100	47419020	0	"Amoxicillin 3g oral powder sachets sugar free (Waymade Healthcare Plc)"	"Amoxicillin trihydrate"	"3gram"	"Powder"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2019"	47419020
52353	18629211000001104	6129020	2	"Ciproxin 250mg tablets (DE Pharmaceuticals)"	"Ciprofloxacin hydrochloride"	"250mg"	"Tablet"	"Oral"	5011200	"Quinolones"	"January 2013"	6129020
4582	146255001000027104	67355020	539	"Amoxicillin 750mg soluble tablets"	"Amoxicillin Trihydrate"	"750mg"	"Soluble Tablet"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	4913002
10814	323492000	61910020	254	"Flucloxacillin 500mg powder for solution for injection vials"	"Flucloxacillin sodium"	"500mg"	"Powder for solution for injection"	"Intramuscular/Intravenous/Inhalation/Intraarticular/Intrapleural"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	3466002
62102	21776211000001104	47418020	1	"Amoxicillin 250mg/5ml oral suspension (Waymade Healthcare Plc)"	"Amoxicillin trihydrate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"January 2015"	47418020
75783	27996311000001104	40674021	3	"Cefalexin 250mg capsules (Lupin Healthcare (UK) Ltd)"	"Cefalexin"	"250mg"	"Capsule"	"Oral"	5010201	"Cephalosporins"	"April 2019"	40674021
31471	34385001000027104	52269020	70	"Vidopen 250mg/5ml Oral solution (Berk Pharmaceuticals Ltd)"	"Ampicillin"	"50mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"February 2009"	1032001
26350	324711000001103	56432020	26	"Floxapen 500mg powder for solution for injection vials (GlaxoSmithKline UK Ltd)"	"Flucloxacillin sodium"	"500mg"	"Powder for solution for injection"	"Intramuscular/Intravenous/Inhalation/Intraarticular/Intrapleural"	5010102	"Penicillinase-Resistant Penicillins"	"February 2009"	2116001
49737	2854311000001104	5782020	0	"Doxycycline 100mg capsules (Alliance Healthcare (Distribution) Ltd)"	"Doxycycline hyclate"	"100mg"	"Capsule"	"Oral"		"Tetracyclines/Antimalarials/Oral Antibacterials For Acne"	"January 2013"	5782020
55499	673011000001105	60048020	11	"Amoxicillin 250mg/5ml oral suspension (Ranbaxy (UK) Ltd)"	"Amoxicillin trihydrate"	"50mg/1ml"	"Oral suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"June 2013"	3034009
82246	37510311000001104	89185021	0	"Cefalexin 500mg tablets (Flynn Pharma Ltd)"	"Cefalexin"	"500mg"	"Tablet"	"Oral"	5010201	"Cephalosporins"	"January 2021"	89185021
42485	242675001000027104	90741020	4	"Clavulanic acid 62mg with amoxicillin 250mg/5ml oral suspension"	"Amoxicillin Trihydrate/Potassium Clavulanate"	"62mg + 250mg/5ml"	"Oral Suspension"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"June 2010"	13963001
42809	4705001000027100	48582020	2	"Amoxicillin 250mg Capsule (C P Pharmaceuticals Ltd)"	"Amoxicillin trihydrate"	"250mg"	"Capsule"	"Oral"	5010103	"Broad-Spectrum Penicillins"	"July 2010"	151009
42222	9842511000001106	71899020	50	"Phenoxymethylpenicillin 250mg/5ml oral solution sugar free (Mylan)"	"Phenoxymethylpenicillin potassium"	"50mg/1ml"	"Oral solution"	"Oral"	5010101	"Benzylpenicillin And Phenoxymethylpenicillin"	"May 2010"	6212009
58760	18257511000001104	5843020	0	"Erythroped A 500mg tablets (Necessity Supplies Ltd)"	"Erythromycin ethyl succinate"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"February 2014"	5843020
11433	235495001000027104	86832020	161	"Clarithromycin 500mg with lansoprazole 30mg and amoxicillin 500mg triple pack"	"Amoxicillin Trihydrate/Clarithromycin/Lansoprazole"	"500mg + 30mg + 500mg"	"Triple Pack"	""		"Proton Pump Inhibitors/Broad-Spectrum Penicillins"	"February 2009"	11991001
68943	29789111000001104	52268021	0	"Clarithromycin 500mg tablets (Sigma Pharmaceuticals Plc)"	"Clarithromycin"	"500mg"	"Tablet"	"Oral"	5010500	"Macrolides"	"March 2017"	52268021
34133	4514011000001101	58891020	925	"Cefalexin 250mg/5ml oral suspension sugar free (Teva UK Ltd)"	"Cefalexin"	"50mg/1ml"	"Oral suspension"	"Oral"	5010201	"Cephalosporins"	"February 2009"	2762010
